3.967523042611982742e+00,-1.156302110864009469e+00,2.338586513885766660e+00,-1.806926262282520179e+00,-3.244216556373493265e+00,-7.135314807792123570e-01,-1.765508930516951347e-01,-4.116454570387228507e-01
4.069220958236012819e+00,-1.391881709523527855e+00,2.053847305606326668e+00,-2.099604968904714042e+00,-3.542726578705000406e+00,-2.776508595041221605e-02,-1.966038562671129641e-01,1.424364751533111484e-01
2.393304284741902599e+00,-9.403514271975754735e-01,2.641255078563705005e+00,-2.660177921961297098e+00,1.454928704188872768e+00,-1.558064622305770808e+00,3.351387788797257489e-02,1.964899182243486253e+00
3.662272785840686051e+00,-9.541562970465874427e-01,3.521942174419678828e+00,-1.501373453986482032e+00,-1.175906658198247606e-01,-1.458827820490134819e+00,2.367200657772867700e-01,2.433615710208688387e+00
6.525338729667651272e+00,-3.561309112339127170e-01,-6.226669579581541880e-01,-2.933964605799024739e+00,-3.185747212946595130e+00,1.764439856476690327e+00,-6.339118898523478096e-01,-1.619812643044357570e+00
5.189315207011373055e+00,4.116364087498516899e-02,-1.154219611965503933e+00,-8.470170441238447090e-01,-2.761918602591079352e+00,2.163432903254392414e+00,1.279233079730004441e+00,-2.599368575665976344e+00
4.715932825789535876e+00,-1.015743894562760152e+00,7.871255070711898894e-01,-2.976377364183835361e+00,-1.108587543964344668e+00,-2.601905307279073765e-01,-5.621904572501446040e-01,-4.152924539789513148e-01
8.079011813614815907e-01,-2.071288149965282877e+00,-1.909550670343318046e+00,1.320800062232708516e+00,-3.246739324142692951e+00,2.219884051078765186e+00,-3.364251047939214589e-01,2.482608150502405575e-01
4.830925863443512824e+00,-6.036704633341042348e-01,-7.476023723123509379e-01,-2.303742422515595134e+00,1.541756430155762692e+00,-1.575920199708158220e+00,5.335497714946485504e-01,9.037816923326759122e-01
3.314759579530877520e+00,-1.631494255247512681e+00,6.776005045141408889e-01,-3.034946080915487343e+00,-1.058589855000641400e+00,-7.556506979205027674e-01,-9.992393105366800254e-01,1.862345153318152979e+00
4.180433643020191603e+00,-8.750295360609035011e-01,1.480434653714350901e+00,-3.592122828452697370e+00,-1.531112233535398548e-01,-1.934779495969196406e+00,-7.100125318004330000e-01,1.054808995818675710e+00
4.616591825928941795e+00,-1.339102492136735156e+00,-2.494423865101095927e+00,7.385204049886496813e-01,-2.851800120893851265e+00,2.384417684502031509e+00,5.882643049352078712e-01,-1.547889165768256081e+00
4.846456077724386802e+00,-7.274460250848375775e-01,1.394230725446339525e+00,-2.350490791088660103e+00,5.428605011316278706e-01,-1.556635004729384208e+00,8.498621629652501619e-02,6.059691966484418435e-01
1.757964865872708060e+00,-1.633653636679995191e+00,-1.439913290898929832e+00,1.863785037296356695e+00,-3.129150056942166636e+00,1.938637850184973921e+00,9.373941321985652664e-01,-5.245444327269728202e-01
5.376724427641988768e+00,-9.990318700736668112e-04,-1.104278257603074215e-01,-1.185014528889668073e+00,-4.446609824035779646e+00,5.073685472607281088e-01,1.482761591510772803e+00,-1.599577947571075187e+00
3.106962189274504738e+00,-1.074372887746795513e+00,-1.232407357394438852e-01,-9.794888572207799404e-02,-2.669949190222742796e+00,-1.353889351182573364e+00,-7.050071939116150377e-01,-2.116428294495981799e+00
5.378660298489193359e+00,-1.372710488740731982e+00,3.331791694397308490e+00,-2.805228443180053599e+00,-3.303904779940800562e+00,-1.891530250802282431e-01,-4.820848079694276533e-01,9.007252542746044810e-01
6.045502890288527276e+00,-3.069060543799194463e+00,-1.584297879153024002e+00,8.589513398418479051e-01,-2.863162677136794620e+00,2.248190757963870912e+00,1.294430903406573297e+00,-2.498108159681559748e+00
3.015899887433038273e+00,-2.168362761892582424e-01,1.981349800925360782e-01,-3.394351440808587861e-01,-4.454033336411483468e+00,7.091472604514940103e-01,7.557859498214043736e-02,-9.547122932852603050e-01
4.010970900769798675e+00,-1.222424767176692351e+00,7.181466309039946649e-01,-2.365804658833606577e+00,1.192470644803801383e+00,-2.501167547064711449e+00,4.096167271248921660e-01,1.112411723666050012e+00
4.790557199827881085e+00,-5.414192435058341468e-01,1.427774976609429647e+00,5.639868245425553317e-01,-1.180988744436329840e+00,-1.264403152672197939e+00,-5.269796101986237158e-01,-4.197456694523797882e-01
