3.967523042611982742e+00,-1.156302110864009469e+00,2.338586513885766660e+00,-1.806926262282520179e+00
4.069220958236012819e+00,-1.391881709523527855e+00,2.053847305606326668e+00,-2.099604968904714042e+00
2.393304284741902599e+00,-9.403514271975754735e-01,2.641255078563705005e+00,-2.660177921961297098e+00
3.662272785840686051e+00,-9.541562970465874427e-01,3.521942174419678828e+00,-1.501373453986482032e+00
6.525338729667651272e+00,-3.561309112339127170e-01,-6.226669579581541880e-01,-2.933964605799024739e+00
5.189315207011373055e+00,4.116364087498516899e-02,-1.154219611965503933e+00,-8.470170441238447090e-01
4.715932825789535876e+00,-1.015743894562760152e+00,7.871255070711898894e-01,-2.976377364183835361e+00
8.079011813614815907e-01,-2.071288149965282877e+00,-1.909550670343318046e+00,1.320800062232708516e+00
4.830925863443512824e+00,-6.036704633341042348e-01,-7.476023723123509379e-01,-2.303742422515595134e+00
3.314759579530877520e+00,-1.631494255247512681e+00,6.776005045141408889e-01,-3.034946080915487343e+00
4.180433643020191603e+00,-8.750295360609035011e-01,1.480434653714350901e+00,-3.592122828452697370e+00
4.616591825928941795e+00,-1.339102492136735156e+00,-2.494423865101095927e+00,7.385204049886496813e-01
4.846456077724386802e+00,-7.274460250848375775e-01,1.394230725446339525e+00,-2.350490791088660103e+00
1.757964865872708060e+00,-1.633653636679995191e+00,-1.439913290898929832e+00,1.863785037296356695e+00
5.376724427641988768e+00,-9.990318700736668112e-04,-1.104278257603074215e-01,-1.185014528889668073e+00
3.106962189274504738e+00,-1.074372887746795513e+00,-1.232407357394438852e-01,-9.794888572207799404e-02
5.378660298489193359e+00,-1.372710488740731982e+00,3.331791694397308490e+00,-2.805228443180053599e+00
6.045502890288527276e+00,-3.069060543799194463e+00,-1.584297879153024002e+00,8.589513398418479051e-01
3.015899887433038273e+00,-2.168362761892582424e-01,1.981349800925360782e-01,-3.394351440808587861e-01
4.010970900769798675e+00,-1.222424767176692351e+00,7.181466309039946649e-01,-2.365804658833606577e+00
4.790557199827881085e+00,-5.414192435058341468e-01,1.427774976609429647e+00,5.639868245425553317e-01
4.317353685426677856e+00,-1.481355233650455627e+00,-1.967129173519281293e+00,-1.257395438387845399e+00
5.184676886872122026e+00,-2.645193545849705341e+00,-2.588666302487443005e+00,6.661892310770695103e-01
1.091708038979416262e+00,-3.268829945690412964e-01,-1.497368491507087507e+00,3.534496640397854494e-01
2.379108691044030000e+00,-3.611317994141305388e-02,-1.857244826144837768e+00,1.541835023748014573e-02
4.135905322951936469e+00,-6.792327042097445755e-01,-2.708525215296046618e+00,-8.925513921116420835e-02
4.416377180873247710e-01,3.007898020994695387e-01,-1.699254542697842263e-01,1.163798105647075865e+00
3.511795295035734288e+00,-5.060910387366426288e-01,-8.475590814848144028e-01,-1.672616645731176896e-03
