4.106430647939092182e+00,-3.764269412969507567e-01,6.661233316531651738e-01,1.242619427657576825e+00
4.235364522452017333e+00,3.085608979666585316e-01,4.327186348740615085e-02,1.454317832105043173e+00
2.220396350157341825e+00,-7.862029921707916480e-02,2.413748985544175163e+00,1.898416866623170440e+00
3.363569558190275810e+00,-1.034311284286948629e+00,2.744939295903756626e+00,1.140431078496392692e+00
6.640165330248309239e+00,-2.918748730635319921e-01,-2.333590601885807914e+00,2.572691141978136198e+00
5.395697989158323438e+00,-9.112820927827310902e-01,-3.349589541513978919e+00,2.962561421606467182e-01
4.764125777774359527e+00,2.011924549323891032e-01,-9.267782897754793525e-02,2.063764505499258828e+00
2.011632193464595098e+00,1.721687665096877984e+00,-2.780137344395542165e+00,-1.454763965473914400e+00
4.856528776078375742e+00,-8.068171110484426700e-01,-6.907353095865882697e-02,4.706024706964238580e-01
3.638551072849065537e+00,5.024900542342778387e-01,2.946081401986424542e-01,1.670827072433634486e+00
4.198586508899065706e+00,-4.496671262440465333e-01,1.268481870666396061e+00,2.248725549054543471e+00
5.417362126083354212e+00,3.235329981394506893e-01,-3.363082533617176573e+00,-7.140896185544519659e-01
4.741833220172321006e+00,-1.207081140474498770e+00,1.589655665780975724e+00,1.440151329248784418e+00
2.801391925641258496e+00,1.030240305638645326e+00,-2.605219196744791965e+00,-1.832812708689320003e+00
5.382717647200223610e+00,-9.184365855482645724e-01,-2.905117310776582862e+00,4.026423974546376461e-01
3.572095615450025186e+00,-5.736961682424742692e-01,-4.630904557960200396e-01,-9.734173568178591252e-01
5.211963888620753771e+00,-1.248684656752579170e-01,1.178140836175914918e+00,2.479231012855063643e+00
7.110300402309627898e+00,1.638514848034412497e+00,-2.047260541210482288e+00,-1.087809570047405527e+00
3.195947365215725977e+00,-9.551422758400565649e-02,-2.138418181306379839e+00,2.525739163276538579e-01
4.025020537030598256e+00,-5.775892066697412286e-01,1.410459240368996836e+00,5.622403388873434826e-01
4.760502859732050673e+00,-2.081095249437265426e+00,1.218160283022717838e+00,-6.049050746617398167e-01
5.174054203004167185e+00,1.505302059689271665e+00,-3.699662799003768932e+00,1.118867184908645562e+00
6.327891647185622581e+00,1.797248345913376122e+00,-3.699764119550101427e+00,-4.485687942885436263e-01
1.559055100341674605e+00,-3.812091059108557167e-01,-1.893716085684269190e+00,-8.635668842152015579e-01
2.439496841575339303e+00,-1.225758058733653622e+00,-1.365837484623191989e+00,-1.409752770106837083e+00
4.813419915501352619e+00,5.342802413499446734e-01,-4.460116444433825933e+00,3.476552843049000585e-01
4.221961652536633247e-01,-1.353886572575783154e+00,2.292403075803121637e-01,-1.299083825387260527e+00
3.756041559892534298e+00,-6.668416618335728518e-01,-4.780259037950236878e-01,1.770275431406451716e-01
1.634405175620315287e+00,1.390458517976184138e+00,-2.789222865764116044e+00,-6.074482743753757408e-01
4.646014108800723186e+00,1.317300619713709819e+00,-3.963161728401660699e+00,-4.038530696033592604e-01
-2.832342031977466701e-01,-6.988947650813078782e-01,-2.090070055666189752e+00,-1.484114255151687489e+00
7.344849355299102101e+00,-9.345797152190300772e-02,-1.903765832193281993e+00,-8.821152334209106938e-01
7.797045197079107481e+00,-9.082974181761178656e-01,7.745076771028932550e-01,1.407915591854222714e-01
4.761885363929305726e+00,-1.061135962795444421e+00,-8.704003994079011486e-01,-1.108699699699726038e+00
6.805752205069742544e+00,-7.955908869721436405e-01,1.856839502333735181e+00,1.191822364490362274e+00
4.581590982127758949e+00,-1.279208252939303625e+00,4.157969549982593049e-01,-2.302455674034385169e-01
3.843286580065919278e+00,-1.180698798512962888e+00,-2.283538350634315983e-01,2.157328714555794835e-01
4.888240322760337264e+00,-1.091552505336755574e-01,-8.776999618163029426e-01,1.162860012478758698e+00
5.979328527451672315e+00,-1.058036911065159957e+00,3.250812610668351255e+00,1.003760333446929831e+00
6.966402820123005490e+00,-1.728526475013169472e+00,2.646981314211391823e+00,1.117660495523252973e+00
